	date	hashtags	text	user	verifieduser	registeredon	followersuser	followinguser	tweetsuser	favoritestweetsuser	retweet	quote	reply	likes	language	device	location	latitude	longitude
395	Wed Jul 08 20:56:29 +0000 2020	[]	RT @itsJeffTiedrich: am I understanding this correctly? covid-19 is so deadly that Paul Manafort and Michael Cohen had to be released from…	FlaCoop	False	Fri May 23 00:02:37 +0000 2008	135	609	7550	8789	0	0	0	0	en	IPAD	FL	27.7567667	-81.4639835
396	Wed Jul 08 20:56:29 +0000 2020	[]	RT @CerealeKills: Des français trop riches pour avoir la CMU et trop pauvres pour se payer une mutuelle, ont eu le Covid et sont redevables…	gdst3	False	Tue Jan 31 09:57:42 +0000 2012	1114	3641	166559	1109	0	0	0	0	fr	WEB APP	Alpes-Maritimes, Provence-Alpe	43.9210587	7.1790785
397	Wed Jul 08 20:56:29 +0000 2020	[]	Evidence on airborne transmission of COVID-19 underlines need for masks - WHO https://t.co/smhqt6ILXt via @newstalkfm	psyclingqueen	False	Tue Sep 06 10:58:39 +0000 2016	5234	4635	32348	45393	0	0	0	0	en	IPHONE	Ireland	52.865196	-7.9794599
398	Wed Jul 08 20:56:29 +0000 2020	[]	RT @itsJeffTiedrich: am I understanding this correctly? covid-19 is so deadly that Paul Manafort and Michael Cohen had to be released from…	IMAbusymom04	False	Sat Nov 30 06:05:29 +0000 2013	1452	116	34564	421630	0	0	0	0	en	IPHONE	Earth	34.2331373	-102.4107493
402	Wed Jul 08 20:56:29 +0000 2020	[]	RT @KyleKulinski: Japan has less than 1,000 covid deaths. They never went in to full economic shut down. They have an unemployment rate of…	InitialGmusic	False	Sat Apr 16 05:00:22 +0000 2011	529	631	3897	10109	0	0	0	0	en	IPHONE	Chicago, IL	41.8755616	-87.6244212
403	Wed Jul 08 20:56:29 +0000 2020	[]	O bozo testou positivo pro covid na semana que tinha que dar depoimento pra PF hmmmmmm qui coisa	leticia_stod	False	Sun Jun 30 02:49:50 +0000 2019	442	243	5575	8132	0	0	0	0	pt	IPHONE	Erval Grande, Brasil	-27.3910282	-52.5703742
405	Wed Jul 08 20:56:29 +0000 2020	[]	EAROPEAN COUNTRIES ARE OPEN BECAUSE THEY TOOK CORONA SERIOUSLY EARLY ON AND SHUT THINGS DOWN WHILE CONTINUING TO PA… https://t.co/OJUmzSTY8o	karenncolor	False	Sat Feb 09 14:38:18 +0000 2019	115	335	2177	5160	0	0	0	0	en	IPHONE	502	51.5919958	3.7169957001594334
406	Wed Jul 08 20:56:29 +0000 2020	[]	RT @Vitorilha1: Foda-se o carioca e a taça covidão. Nada seria maior hoje do que peitar essa máfia que age no futebol do Rio de Janeiro e a…	alanparada	False	Sun Jun 14 06:43:49 +0000 2009	401	256	25648	21748	0	0	0	0	pt	WEB APP	Rio de Janeiro	-22.9110137	-43.2093727
409	Wed Jul 08 20:56:29 +0000 2020	[]	"RT @spin_wash: @CharlesMBlow Trump's COVID response:

JAN  2020: it's under control

FEB 2020: it will disappear

MAR 2020: we're doing a g…"	skm1955	False	Sun Mar 27 20:27:57 +0000 2011	112	973	57821	7883	0	0	0	0	en	WEB APP	Springfield, IL	39.7990175	-89.6439575
410	Wed Jul 08 20:56:30 +0000 2020	[]	RT @narendramodi: Will be addressing the India Global Week, organised by @IndiaIncorp at 1:30 PM tomorrow. This forum brings together globa…	m_amit_sharma	False	Thu Jul 10 14:45:32 +0000 2014	46	13	3100	3842	0	0	0	0	en	WEB APP	New Delhi, India	28.6138954	77.2090057
411	Wed Jul 08 20:56:30 +0000 2020	['coronavirus']	RT @franceinfoplus: Sur les réseaux sociaux, des milliers de personnes évoquent des conséquences du #coronavirus, de longues semaines après…	LadyBir37549131	False	Sat Mar 03 21:36:31 +0000 2018	287	433	5880	21934	0	0	0	0	fr	WEB APP	Gironde, Aquitaine	45.5333333	-1.0
412	Wed Jul 08 20:56:30 +0000 2020	['indyref2']	"RT @GissiSim: After seeing how the Scotish government has handled Covid-19 vs England... I’ve come around to the #indyref2 

Don’t want a g…"	nicolaofalba	False	Wed Dec 12 21:29:53 +0000 2018	116	128	3173	6012	0	0	0	0	en	IPHONE	Scotland	56.7861112	-4.1140518
413	Wed Jul 08 20:56:30 +0000 2020	[]	RT @_lilhollywood: Lord please protect me and my loved ones from COVID-19!!!	albert43202835	False	Mon Apr 08 17:59:06 +0000 2019	135	480	9175	81660	0	0	0	0	en	IPHONE	Addison, tx	32.9604305	-96.83025951893629
414	Wed Jul 08 20:56:30 +0000 2020	[]	RT @TachiraNoticias: ¡ALERTA! Se registran 2 víctimas fatales por Covid-19 en Táchira https://t.co/Vzj7znpcey	Futboolyalgomas	False	Fri Jan 07 20:17:53 +0000 2011	7410	987	102193	14831	0	0	0	0	es	WEB APP	san cristobal	18.5200904	-70.2076771
416	Wed Jul 08 20:56:30 +0000 2020	[]	RT @TopFlight_DB: The fact there’s no Carnival this year... Fuck you COVID..	steffanna_	False	Thu Nov 06 02:25:14 +0000 2014	1456	598	26847	5233	0	0	0	0	en	IPHONE	954 	37.667919	128.752441
417	Wed Jul 08 20:56:30 +0000 2020	[]	RT @MarcaMacael: @JuanMa_Moreno y @RamonFPM destapan la primera escultura-homenaje a los profesionales del Covid-19 realizadas por @AemaMac…	Ant_Garcia_Diaz	False	Wed May 08 16:14:23 +0000 2013	64	98	9132	212	0	0	0	0	es	WEB APP	Castillo de Baños	-2.9443198	-79.0452823
418	Wed Jul 08 20:56:30 +0000 2020	[]	"RT @Paul39666517: @Synairgenplc Looks promising when read in conjunction with this article:

https://t.co/bSdoZDGhl1
@synairgenplc get a me…"	smallcappick	False	Sun May 31 20:20:57 +0000 2015	10487	371	165365	71708	0	0	0	0	en	WEB APP	United Kingdom	54.7023545	-3.2765753
420	Wed Jul 08 20:56:30 +0000 2020	[]	RT @iamkoshiek: This is EXACTLY what happens when someone buys an excavator &amp; needs to use it.	tommy_ancell	False	Wed Mar 23 11:53:38 +0000 2016	1225	2712	6190	8954	0	0	0	0	en	WEB APP	freestate 	39.1955313	-77.2448181
422	Wed Jul 08 20:56:30 +0000 2020	[]	RT @icyems: if you had to sacrifice one side of Houston to end COVID-19, what would it be? and why northside?	dannybcold	False	Fri Dec 22 00:20:27 +0000 2017	212	1295	18761	42845	0	0	0	0	en	IPHONE	Houston, TX	29.7589382	-95.3676974
424	Wed Jul 08 20:56:30 +0000 2020	[]	RT @ClayTravis: Love him or hate him @realDonaldTrump is 100% right about kids needing to be back in schools this fall. There is nearly zer…	janemlr	False	Tue Jan 17 02:10:34 +0000 2012	456	1030	10664	24517	0	0	0	0	en	IPHONE	Newcastle, CA	47.0344092	-65.53692408475533
429	Wed Jul 08 20:59:45 +0000 2020	[]	RT @NoahShachtman: BREAK: Steve Mnuchin’s exclusive LA country club scored a PPP loan worth at least $2 million. https://t.co/Ogy9GcYXoR	wordsofpower	False	Sat Apr 25 00:42:09 +0000 2009	1575	2011	117565	14493	0	0	0	0	en	IPHONE	San Francisco	37.7790262	-122.4199061
430	Wed Jul 08 20:59:45 +0000 2020	[]	RT @DesireeAngelll: Testing positive for COVID-19 is ok but what’s NOT ok is going around acting like you don’t have it and endangering eve…	mizzatomicbomb	False	Tue Mar 24 02:12:28 +0000 2015	550	488	61256	33657	0	0	0	0	en	IPHONE	Los Angeles, CA	34.0536909	-118.2427666
431	Wed Jul 08 20:59:45 +0000 2020	[]	@JohnCornyn @Texas2036 Hello Texas!  Your senator is okay if 385,710 of you do not recover from COVID. I assume y’a… https://t.co/LhcS2W00BE	baueraud	False	Tue Jun 30 19:28:35 +0000 2009	144	306	12647	7066	0	0	0	0	en	IPHONE	Delray Beach, FL	26.4614625	-80.0728201
433	Wed Jul 08 20:59:45 +0000 2020	[]	RT @rickychavez68: If ONE child dies from covid, ONE, there should be an insane lawsuit against the state of Florida.	famm_aff	False	Tue May 01 17:27:18 +0000 2018	264	205	6195	19500	0	0	0	0	en	IPHONE	California, USA	36.7014631	-118.7559974
434	Wed Jul 08 20:59:45 +0000 2020	[]	RT @6121El: in Russia, the number of people infected with coronavirus is growing. In the country, 700,792 patients and 10,667 people died f…	6121El	False	Tue Apr 03 18:08:27 +0000 2012	898	953	17423	5413	0	0	0	0	en	WEB APP	Москва, Россия	55.7504461	37.6174943
435	Wed Jul 08 20:59:45 +0000 2020	[]	RT @Valdirene8975: Você acredita que, Bolsonaro seja capaz de inventar que contraiu a covid-19 só para simular uma cura ou fugir do depoime…	taniaeginaramos	False	Sun Feb 15 03:27:11 +0000 2015	4061	2681	170560	275828	0	0	0	0	pt	IPHONE	Florianópolis SC 	-27.5973002	-48.5496098
436	Wed Jul 08 20:59:45 +0000 2020	[]	RT @Mozzein_: Não indo, boa tarde.	aragaorvd	False	Sun Feb 25 05:14:50 +0000 2018	160	84	7710	3955	0	0	0	0	pt	IPHONE	sbo city 	49.028375249999996	140.28658754065907
437	Wed Jul 08 20:59:45 +0000 2020	[]	RT @valevillarrealp: cuarentena de mondá jueputa care verga malparido covid catre hp	paolaalcendra	False	Sat May 10 00:06:54 +0000 2014	1054	889	3690	2535	0	0	0	0	es	WEB APP	Barrancabermeja, Colombia	7.0673313	-73.8525627
440	Wed Jul 08 21:00:58 +0000 2020	[]	RT @latimes: There is no scientific proof that fiddling with people’s spines can protect against the coronavirus or alleviate COVID-19, acc…	sorrykb	False	Mon Jun 13 03:12:35 +0000 2011	629	1233	106301	292073	0	0	0	0	en	IPHONE	Los Angeles, CA	34.0536909	-118.2427666
442	Wed Jul 08 21:00:59 +0000 2020	[]	RT @MollyJongFast: They’re going to need to build a wall  https://t.co/s53vJ3eFCv	Sergio_AH	False	Tue Aug 04 17:32:49 +0000 2009	122	911	18472	2600	0	0	0	0	en	IPHONE	SoCal	-24.3998924	-47.7125224
445	Wed Jul 08 21:00:59 +0000 2020	['COVID19', 'TrumpIsKillingUs']	We are paying for tRump’s #COVID19 FAILURE with our lives. #TrumpIsKillingUs	8YogaGirl8	False	Fri Jul 13 13:26:23 +0000 2018	2660	4400	6009	14029	0	0	0	0	en	IPHONE	United States	39.7837304	-100.4458825
447	Wed Jul 08 21:00:59 +0000 2020	[]	RT @irene_r_r: Mi madre despues de años en paro comenzó con un negocio justo antes del covid y estos meses han sido horrorosos para ella, c…	Elchicomarmota	False	Wed Sep 15 16:19:50 +0000 2010	264	190	20760	29532	0	0	0	0	es	WEB APP	Madrid 	40.4167047	-3.7035825
450	Wed Jul 08 21:00:59 +0000 2020	['Táchira']	RT @VPITV: #Táchira Detuvieron por horas a 80 adultos y 8 menores de edad tras incumplir la cuarentena. Fueron trasladados hasta el comando…	Jenniferbbrg	False	Thu Mar 04 14:44:48 +0000 2010	712	229	90922	843	0	0	0	0	es	WEB APP	Venezuela	8.0018709	-66.1109318
451	Wed Jul 08 21:00:59 +0000 2020	[]	July-August Newsletter- Hurricane Preparedness and COVID-19 https://t.co/RZc9PCKWXN https://t.co/CjFYBf9hMp	OCHealthDept	False	Wed Jun 09 16:09:25 +0000 2010	1041	376	1301	57	0	0	0	0	en	WEB APP	Jacksonville, NC	34.7494749	-77.4208221
453	Wed Jul 08 21:00:59 +0000 2020	[]	RT @nayIaswift: mas quem iria imaginar que um cara religioso, que chama mulher de vadia, faz comentários/clipes machistas e homofobicos, ap…	Cruel_Babs	False	Tue Sep 01 19:33:09 +0000 2009	1028	1455	62269	57582	0	0	0	0	pt	WEB APP	Getaway Car	-35.1132475	139.2282292
456	Wed Jul 08 21:00:58 +0000 2020	[]	RT @latimes: There is no scientific proof that fiddling with people’s spines can protect against the coronavirus or alleviate COVID-19, acc…	sorrykb	False	Mon Jun 13 03:12:35 +0000 2011	629	1233	106301	292073	0	0	0	0	en	IPHONE	Los Angeles, CA	34.0536909	-118.2427666
457	Wed Jul 08 21:00:59 +0000 2020	[]	"RT @RhodaGrant: BBC News - Bag of Covid-19 test samples found on Highlands road
https://t.co/SkRFC7Br4C"	Invernessbelle	False	Sun May 16 17:17:27 +0000 2010	697	1681	8124	11292	0	0	0	0	en	IPHONE	Inverness	57.4790124	-4.225739
458	Wed Jul 08 21:00:59 +0000 2020	[]	😂😂😂😂	thato_j_k	False	Fri Dec 27 17:00:15 +0000 2013	387	380	9057	1437	0	0	0	0	und	WEB APP	Gaborone, Botswana	-24.6581357	25.9088474
459	Wed Jul 08 21:00:59 +0000 2020	[]	"RT @FrenshipISD: **UIL UPDATE** 

UIL is now requiring all staff, visitors, &amp; students 10 years old and up to wear face coverings when ente…"	Nick_Weather	True	Wed Sep 25 14:52:42 +0000 2013	1472	168	55433	46570	0	0	0	0	en	WEB APP	Lubbock, TX	33.5635206	-101.879336
461	Wed Jul 08 21:00:59 +0000 2020	[]	"RT @stanveuger: The federal government has, at last, settled on a Covid-19 strategy:

1. Pull out of the WHO
2. Blackmail schools and colle…"	EdwardLasseigne	False	Mon Mar 11 23:51:28 +0000 2013	238	2668	38517	38522	0	0	0	0	en	IPHONE	Columbus, OH	39.9622601	-83.0007065
462	Wed Jul 08 21:00:59 +0000 2020	[]	RT @kulanicool: Government is digging mass graves in Pretoria in preparation for the worst Covid-19 deaths. https://t.co/9txsuqA44G	musandlovu11	False	Thu Oct 17 15:49:25 +0000 2013	644	655	22725	30270	0	0	0	0	en	WEB APP	Durban 	-29.861825	31.009909
463	Wed Jul 08 21:00:59 +0000 2020	[]	RT @RBReich: Your reminder that schools in Germany, Norway, and Denmark can open safely because their leaders contained Covid-19. We can't…	s_rudzinski	False	Wed Apr 08 22:42:45 +0000 2020	6	54	992	1873	0	0	0	0	en	WEB APP	Camarillo, Ca.	34.2164099	-119.0376573
467	Wed Jul 08 21:00:59 +0000 2020	[]	RT @ScottAdamsSays: Three of my friends have already moved to red states. Most people are at least considering it.	DakotaTuff	False	Sat Dec 14 08:51:41 +0000 2013	11142	8717	41242	57477	0	0	0	0	en	WEB APP	South Dakota, USA	44.6471761	-100.348761
475	Wed Jul 08 21:00:59 +0000 2020	[]	RT @unionsaustralia: In about half an hour @sallymcmanus will be on @BreakfastNews talking about why we need fully funded paid pandemic lea…	JoJomills13	False	Sat Nov 29 00:18:37 +0000 2014	3108	2316	113878	269257	0	0	0	0	en	WEB APP	Port Macquarie NSW	-31.4299499	152.9103525
476	Wed Jul 08 21:00:59 +0000 2020	[]	RT @instablog9ja: Breaking: Hushpuppi has tested positive for Covid-19 in prison.	TheProfessaw	False	Fri May 14 05:35:22 +0000 2010	2317	3455	83963	8316	0	0	0	0	en	WEB APP	Eastern Nigeria.	4.5130764	7.682723334359615
477	Wed Jul 08 21:00:59 +0000 2020	[]	RT @JohnnyHistone: The Cambridge Cybercrime Centre is publishing weekly short briefings, aimed at a policy/practitioner audience, collectin…	SERENE_RISC	False	Tue Jul 22 03:18:16 +0000 2014	905	449	2294	404	0	0	0	0	en	WEB APP	Montréal (Québec)	45.4972159	-73.6103642
479	Wed Jul 08 21:00:59 +0000 2020	[]	"RT @JoeBiden: When there were 15 cases, the President said it wouldn't spread any farther. 

We just hit our 3 millionth case.

We're payin…"	lynn_alyson	False	Sat Jul 14 16:59:33 +0000 2012	6	57	138	124	0	0	0	0	en	IPAD	California	36.7014631	-118.7559974
480	Wed Jul 08 21:00:59 +0000 2020	[]	"RT @colominaM: La OMS rectifica y ahora admite que hay ""evidencia"" de que el covid-19 flota en el aire https://t.co/nbjiKnOAFQ"	marimarron	False	Sat Nov 07 19:15:24 +0000 2009	731	492	73146	85223	0	0	0	0	es	IPHONE	Puerto Ordaz, Venezuela	8.27509	-62.7556955
483	Wed Jul 08 21:00:59 +0000 2020	[]	Aloha Hawaii! Keep up the good work on practicing social distancing to keep you and your loved ones safe. Social di… https://t.co/FrJKiiJOVA	ktasuperstores	False	Fri Jun 12 23:58:10 +0000 2009	1804	86	10406	152	0	0	0	0	en	WEB APP	Hawai'i Island	21.2160437	-157.975203
485	Wed Jul 08 21:00:59 +0000 2020	['webinar']	La División de Desarrollo Humano y Liderazgo invita a su #webinar “Desarrollando un cerebro científico: el cerebro… https://t.co/qss28T2TK6	ASQLatam	False	Mon Dec 20 17:41:07 +0000 2010	1513	873	5123	189	0	0	0	0	es	WEB APP	Ciudad de México	19.4326296	-99.1331785
486	Wed Jul 08 21:00:59 +0000 2020	[]	RT @reumalho: O dono da Ricardo Eletro, sozinho, sonegou 400 milhões de reais de impostos. Uma diária de UTI no SUS para paciente com covid…	chuchusim	False	Sat May 28 23:17:28 +0000 2011	336	231	21201	4578	0	0	0	0	pt	WEB APP	Linhares	-19.3816944	-40.0612213
487	Wed Jul 08 21:00:59 +0000 2020	[]	RT @QuecianaWalton: Standing 6 feet away from me	realivekris	False	Sun Nov 29 03:37:19 +0000 2015	1225	748	23855	2267	0	0	0	0	en	IPHONE	10 toes📍	42.5254869	2.2237781
488	Wed Jul 08 21:00:59 +0000 2020	[]	@Kattavernd U.K. Program Pilots Covid-19 Detection System in Wastewater Circle of Blue: Scie  https://t.co/ussjkRRQw8	Belizean_bz	False	Sun Nov 08 11:39:20 +0000 2015	150	211	1990751	1662	0	0	0	0	en	WEB APP	Orange Walk, Belize	17.78310235	-88.85774666564073
489	Wed Jul 08 21:00:59 +0000 2020	[]	RT @migdalizv: Denuncian «pagos adicionales» en cementerio si la muerte es por Covid-19 https://t.co/pBJATU69Wz a través de @DiarioPrimicia	3xbigcock	False	Sat Apr 13 17:04:47 +0000 2013	1539	1516	91410	15	0	0	0	0	es	WEB APP	Valencia, Venezuela	10.1828036	-68.003553
490	Wed Jul 08 21:00:59 +0000 2020	[]	RT @ecareyo: Yes!!! They didn’t think it could be done but we did it!!!!	CarolineMoss	True	Tue Jul 20 10:10:19 +0000 2010	43078	1716	14553	58739	0	0	0	0	en	IPHONE	Los Angeles, CA	34.0536909	-118.2427666
491	Wed Jul 08 21:00:59 +0000 2020	[]	RT @_lilhollywood: Lord please protect me and my loved ones from COVID-19!!!	_destinylopez_	False	Wed Jul 30 19:24:50 +0000 2014	229	270	2339	4947	0	0	0	0	en	IPHONE	Riverside, CA	50.481292	-108.2892248
493	Wed Jul 08 21:00:59 +0000 2020	[]	RT @APepperWWMT: If this guy is correct... https://t.co/2cnEpXwUb1	Q_Soldier_TRT	False	Wed Aug 12 22:21:38 +0000 2009	720	2178	804	1638	0	0	0	0	en	WEB APP	NY	43.1561681	-75.8449946
494	Wed Jul 08 21:00:59 +0000 2020	['COVID19']	RT @FlyingWithSara: The #COVID19 crisis dwarfs all others in aviation history and there's no end in sight. Demand was just barely climbing…	flyguyUA	False	Sun Oct 09 21:31:30 +0000 2016	23	156	1321	2850	0	0	0	0	en	IPHONE	Honolulu, HI	21.304547	-157.8556764
497	Wed Jul 08 21:00:59 +0000 2020	['Internacional']	#Internacional | Busca ayudar a enfrentar la pandemia del COVID-19 y crear un ambiente que permita restablecer en e… https://t.co/dUMniCawgl	PrensaMomento	False	Mon May 21 05:16:23 +0000 2012	3126	1019	95425	152	0	0	0	0	es	WEB APP	San Luis Potosí	22.5000001	-100.5000001
498	Wed Jul 08 21:00:59 +0000 2020	[]	I don’t foresee myself ever traveling without mask. Going full Naomi Campbell.	GlossarieCo	False	Sun Dec 18 04:38:48 +0000 2011	536	291	38165	33239	0	0	0	0	en	IPHONE	Houston, TX	29.7589382	-95.3676974
499	Wed Jul 08 21:01:00 +0000 2020	[]	RT @itsJeffTiedrich: am I understanding this correctly? covid-19 is so deadly that Paul Manafort and Michael Cohen had to be released from…	mojisanNYC	False	Sun Mar 21 00:11:07 +0000 2010	237	1099	5641	22759	0	0	0	0	en	IPHONE	Las Vegas 	36.1672559	-115.1485163
500	Wed Jul 08 21:01:00 +0000 2020	[]	RT @itsJeffTiedrich: am I understanding this correctly? covid-19 is so deadly that Paul Manafort and Michael Cohen had to be released from…	danamarkee	False	Mon Dec 21 04:21:01 +0000 2009	396	986	2357	6606	0	0	0	0	en	IPHONE	Los Angeles CA	34.0536909	-118.2427666
502	Wed Jul 08 21:01:00 +0000 2020	[]	"RT @NAC_Housing: For more info and other relevant advice read here… 

https://t.co/4qReUWqaLa

Please note for local Welfare Advice and Fin…"	tonygurney	False	Tue Feb 27 10:45:34 +0000 2007	2308	2002	42195	4757	0	0	0	0	en	WEB APP	Ardrossan	53.5517087	-113.1433224
503	Wed Jul 08 21:01:00 +0000 2020	[]	RT @reumalho: O dono da Ricardo Eletro, sozinho, sonegou 400 milhões de reais de impostos. Uma diária de UTI no SUS para paciente com covid…	Cris_Belota	False	Thu Jul 02 21:17:38 +0000 2009	304	120	1960	256	0	0	0	0	pt	IPHONE	Manaus- Amazonas	-3.1316333	-59.9825041
505	Wed Jul 08 21:01:00 +0000 2020	[]	(Pushing enslavement?) Pritzker says Trump should order nation to wear masks: ‘It’s not too late for the federal go… https://t.co/MYV8BHmEAv	KarenWinters3	False	Sat Feb 11 21:22:55 +0000 2012	1367	1117	59445	20276	0	0	0	0	en	WEB APP	Chicago, IL	41.8755616	-87.6244212
508	Wed Jul 08 21:01:00 +0000 2020	[]	RT @KamVTV: Just a reminder that the survival rate for Covid-19 is still 99.85%	SpaleniakJulita	False	Thu Dec 22 17:52:40 +0000 2016	134	516	844	6451	0	0	0	0	en	WEB APP	Sieradz, Polska	51.5942475	18.7378774
509	Wed Jul 08 21:01:00 +0000 2020	[]	Hong Kong reports 19 new local Covid-19 cases, disrupting a long virus-free stretch that allowed life there to larg… https://t.co/o9onlVsIYp	OSchmouker	False	Mon Jul 25 20:03:26 +0000 2011	4770	2798	40938	3217	0	0	0	0	en	WEB APP	Montréal (Canada)	45.4972159	-73.6103642
511	Wed Jul 08 21:01:00 +0000 2020	['Masks', 'COVIDー19']	"I just published this brief article, ""Yeah, Why Should You Wear A Mask Anyway?"" https://t.co/PFf1IRSqzk #Masks #COVIDー19"	fireman_anthony	False	Tue Jan 28 01:38:50 +0000 2020	0	33	21	0	0	0	0	0	en	WEB APP	Boston, MA	42.3602534	-71.0582912
512	Wed Jul 08 21:01:00 +0000 2020	['OPINIÓN']	#OPINIÓN | La COVID-19 ha evidenciado la fragilidad de muchos sistemas e incluso la carencia de empatía con el prój… https://t.co/DZ9PlfXMAY	EjeCentral	False	Tue Feb 03 23:22:51 +0000 2009	94773	690	483559	2230	0	0	0	0	es	WEB APP	México	19.4326296	-99.1331785
513	Wed Jul 08 21:01:00 +0000 2020	[]	Communities of color in WA &amp; across the country are being disproportionately impacted by the COVID-19 crisis. I wil… https://t.co/R1Tz24Fnez	PattyMurray	True	Wed May 04 20:23:35 +0000 2011	448324	2420	18613	257	0	0	0	0	en	WEB APP	WA & DC	-32.0531683	115.7416523
515	Wed Jul 08 21:01:00 +0000 2020	[]	RT @itsJeffTiedrich: am I understanding this correctly? covid-19 is so deadly that Paul Manafort and Michael Cohen had to be released from…	MattWilcox	False	Fri Dec 01 11:49:05 +0000 2006	1631	426	56151	7457	0	0	0	0	en	WEB APP	United Kingdom	54.7023545	-3.2765753
516	Wed Jul 08 21:01:00 +0000 2020	[]	RT @propublica: Their father was missing. Their mother was miles away. Two sisters, ages 8 and 11, were survivors of sexual assault and at…	brtom	False	Sun Jan 04 16:46:06 +0000 2009	689	3186	15216	4938	0	0	0	0	en	WEB APP	Chicago	41.8755616	-87.6244212
520	Wed Jul 08 21:01:00 +0000 2020	[]	"RT @DC_Draino: Democrats and Fake News don’t *actually* want COVID to go away:

They attack hydroxychloroquine
They attack falling death ra…"	Chez312	False	Mon Jul 30 23:00:37 +0000 2018	3730	3062	181778	290673	0	0	0	0	en	WEB APP	NSW OZ	45.140555	6.0516231
521	Wed Jul 08 21:01:00 +0000 2020	[]	"Words. On paper. Yay.

Watch him tear it up like Nancy tears shit up. https://t.co/8ts1ViaI17"	echarlie429	False	Fri Aug 21 13:55:28 +0000 2009	2603	3161	35285	98150	0	0	0	0	en	IPHONE	Holland Tunnel	40.7264977	-74.0151992
523	Wed Jul 08 21:01:00 +0000 2020	['breakingnews']	The President of Brazil, Jair Bolsonaro, tests positive for Coronavirus ~  https://t.co/zFQ0VbJcNn ~ #breakingnews… https://t.co/A2Xs9GTpE1	HawaiiECoupons1	False	Thu Apr 16 22:03:45 +0000 2020	1	0	2294	1	0	0	0	0	en	WEB APP	Haiku, Maui, Hawaii 	20.9143904	-156.32296
524	Wed Jul 08 21:01:00 +0000 2020	[]	"✅ 𝙄𝙣𝙛𝙤́𝙧𝙢𝙖𝙩𝙚 
Reduce el riesgo de infección del Coronavirus (Covid-19) y toma nota de las recomendaciones para prev… https://t.co/Z76S5Nl1rf"	GobDeTrujillo	False	Sat May 09 17:58:15 +0000 2020	577	182	1461	52	0	0	0	0	es	WEB APP	Trujillo, Venezuela	9.5721534	-70.5363079
525	Wed Jul 08 21:01:00 +0000 2020	[]	RT @TheTweetOfGod: I want you to get Covid. https://t.co/QhuvQuXDf2	Deirdre35132697	False	Wed Nov 06 15:35:56 +0000 2019	37	115	1941	1956	0	0	0	0	en	IPHONE	Santa Monica 	34.0250724	-118.4965129
527	Wed Jul 08 21:28:52 +0000 2020	[]	@DriverCheckCA is first class! Great job. Great idea.	KimWRichardson	False	2556	1861	11382	3860	0	0	0	0	en	IPHONE	Caledonia, ON	43.6923702	-79.4653558	
528	Wed Jul 08 21:28:52 +0000 2020	[]	@momofwjmj @CA_DixieMay @Hijackedohio @JoyAnnReid 39,000 people died in car accidents last year. 134,000 from Covid… https://t.co/xpKoud5wMa	Michele73327973	False	6	18	462	590	0	0	0	0	en	IPHONE	New Hampshire, USA	43.4849133	-71.6553992	
529	Wed Jul 08 21:28:52 +0000 2020	[]	RT @itsJeffTiedrich: am I understanding this correctly? covid-19 is so deadly that Paul Manafort and Michael Cohen had to be released from…	GOSU49	False	1400	2203	54459	42327	0	0	0	0	en	IPHONE	Moorpark, CA	34.285558	-118.8820414	
530	Wed Jul 08 21:35:46 +0000 2020	[]	RT @QuecianaWalton: Standing 6 feet away from me	TwittaMyDear	False	Fri Dec 16 04:14:38 +0000 2016	21	172	6082	6822	0	0	0	0	en	IPHONE	Behind a mask	33.3275079	-111.7405088
532	Wed Jul 08 21:35:46 +0000 2020	[]	RT @ShannonSharpe: Have Republican Governors tho	MadeMiaa	False	Wed Nov 10 05:00:14 +0000 2010	544	444	154861	1799	0	0	0	0	en	IPHONE	Cameroon 🇨🇲	4.6125522	13.1535811
533	Wed Jul 08 21:35:46 +0000 2020	[]	RT @mmpadellan: I will never forgive shitty politicians who allow OUR KIDS to be used as political sacrifices, while criminal bums like Pau…	diwhan	False	Mon Jan 30 19:57:10 +0000 2017	55	183	12246	20023	0	0	0	0	en	IPHONE	North Carolina, USA	35.6729639	-79.0392919
534	Wed Jul 08 21:35:46 +0000 2020	[]	RT @QuecianaWalton: Standing 6 feet away from me	brady_bunch_	False	Tue Nov 06 02:51:17 +0000 2012	353	189	32885	4572	0	0	0	0	en	WEB APP	Jamaica	18.1152958	-77.1598454610168
536	Wed Jul 08 21:35:46 +0000 2020	[]	DreamKingFilmz Summer Tour next stop the WestSide Wolverines to speak with Head Coach Rodney DuBose about the direc… https://t.co/i9SCGRFyLH	dreamkingfilmz	False	Sat Aug 15 15:53:26 +0000 2015	6817	5022	15080	2190	0	0	0	0	en	WEB APP	Jacksonville Florida	30.3321838	-81.655651
539	Wed Jul 08 21:35:46 +0000 2020	[]	RT @uriel_quevedo: Everyone please do not go to Raising Canes in Vista, California. There has been a COVID-19 Case there and they closed fo…	actuallylevine_	False	Sat May 24 02:00:03 +0000 2014	294	207	2439	6147	0	0	0	0	en	IPHONE	Oceanside, CA	49.3201693	-124.3111345
540	Wed Jul 08 21:35:46 +0000 2020	[]	@kristinhersh is covid hurting live music venues in usa as badly as here in uk?	5teenagekidDad	False	Sat Nov 24 17:44:30 +0000 2018	294	980	7153	5880	0	0	0	0	en	IPHONE	London	51.5073219	-0.1276474
